Lead ID,Lead Type,Status,Date,Source,Medium
158932528,Phone Call,Unique,2024-12-31T16:43:17-05:00,google,cpc
158892465,Phone Call,Unique,2024-12-31T11:50:26-05:00,google,cpc
158868259,Phone Call,Unique,2024-12-31T09:11:26-05:00,google,cpc
158829775,Phone Call,Unique,2024-12-30T17:13:49-05:00,bing,cpc
158819253,Web Form,Unique,2024-12-30T16:11:37-05:00,google,cpc
158788352,Web Form,Unique,2024-12-30T13:43:29-05:00,google,cpc
158762592,Web Form,Unique,2024-12-30T11:48:48-05:00,google,cpc
158760669,Web Form,Unique,2024-12-30T11:40:16-05:00,google,cpc
158751607,Phone Call,Unique,2024-12-30T11:02:17-05:00,google,cpc
158751266,Web Form,Unique,2024-12-30T11:00:53-05:00,google,cpc
158695966,Web Form,Unique,2024-12-29T17:26:27-05:00,google,cpc
158677999,Web Form,Unique,2024-12-29T12:20:49-05:00,bing,cpc
158655133,Web Form,Unique,2024-12-28T22:15:10-05:00,google,cpc
158643501,Web Form,Unique,2024-12-28T17:09:40-05:00,google,cpc
158581704,Web Form,Unique,2024-12-27T18:50:40-05:00,google,cpc
158569316,Web Form,Unique,2024-12-27T16:35:10-05:00,bing,cpc
158475228,Web Form,Unique,2024-12-26T21:38:58-05:00,google,cpc
158430998,Phone Call,Unique,2024-12-26T14:02:45-05:00,google,cpc
158423755,Web Form,Unique,2024-12-26T13:18:04-05:00,bing,cpc
158399155,Phone Call,Unique,2024-12-26T10:57:06-05:00,bing,cpc
158388383,Phone Call,Unique,2024-12-26T09:48:08-05:00,google,cpc
158378631,Web Form,Unique,2024-12-26T08:19:32-05:00,google,cpc
158356465,Web Form,Unique,2024-12-25T15:30:20-05:00,google,cpc
158349912,Web Form,Unique,2024-12-25T11:59:37-05:00,google,cpc
158349149,Web Form,Unique,2024-12-25T11:36:41-05:00,google,cpc
158348910,Web Form,Unique,2024-12-25T11:29:20-05:00,google,cpc
158348558,Web Form,Unique,2024-12-25T11:17:44-05:00,google,cpc
158346311,Web Form,Unique,2024-12-25T10:05:49-05:00,google,cpc
158284506,Web Form,Unique,2024-12-24T07:14:55-05:00,bing,cpc
158244862,Phone Call,Unique,2024-12-23T15:44:13-05:00,google,cpc
158244318,Phone Call,Unique,2024-12-23T15:40:40-05:00,google,cpc
158230031,Web Form,Unique,2024-12-23T14:12:20-05:00,google,cpc
158225418,Web Form,Unique,2024-12-23T13:45:47-05:00,google,cpc
158221647,Web Form,Unique,2024-12-23T13:25:30-05:00,google,cpc
158221503,Web Form,Unique,2024-12-23T13:24:41-05:00,google,cpc
158219566,Web Form,Unique,2024-12-23T13:14:26-05:00,google,cpc
158215852,Web Form,Unique,2024-12-23T12:54:46-05:00,google,cpc
158198951,Web Form,Unique,2024-12-23T11:51:09-05:00,google,cpc
158190741,Web Form,Unique,2024-12-23T11:11:06-05:00,google,cpc
158187637,Web Form,Unique,2024-12-23T10:56:11-05:00,google,cpc
158186562,Web Form,Unique,2024-12-23T10:50:31-05:00,google,cpc
158179990,Web Form,Unique,2024-12-23T10:16:40-05:00,google,cpc
158174912,Web Form,Unique,2024-12-23T09:49:09-05:00,google,cpc
158169603,Web Form,Unique,2024-12-23T09:18:13-05:00,google,cpc
158121197,Web Form,Unique,2024-12-22T12:52:32-05:00,bing,cpc
158097534,Web Form,Unique,2024-12-21T22:45:56-05:00,google,cpc
158093722,Web Form,Unique,2024-12-21T20:05:31-05:00,bing,cpc
158085748,Web Form,Unique,2024-12-21T16:47:54-05:00,google,cpc
