Date,Source,Medium,Quote Value,Sales Value,Year,Month
2024-12-31 19:31:58-05:00,google,organic,$0 ,$0 ,2024.0,12.0
2024-12-31 16:43:17-05:00,google,cpc,$0 ,$0 ,2024.0,12.0
2024-12-31 11:50:26-05:00,google,cpc,$0 ,$0 ,2024.0,12.0
2024-12-31 09:11:26-05:00,google,cpc,$0 ,$0 ,2024.0,12.0
2024-12-30 17:13:49-05:00,bing,cpc,$0 ,$0 ,2024.0,12.0
2024-12-30 16:56:47-05:00,google,organic,$0 ,$0 ,2024.0,12.0
2024-12-30 16:11:37-05:00,google,cpc,$0 ,$0 ,2024.0,12.0
2024-12-30 14:45:47-05:00,google,organic,$0 ,$0 ,2024.0,12.0
2024-12-30 13:43:29-05:00,google,cpc,$0 ,$0 ,2024.0,12.0
2024-12-30 11:48:48-05:00,google,cpc,$0 ,$0 ,2024.0,12.0
2024-12-30 11:40:16-05:00,google,cpc,$0 ,$0 ,2024.0,12.0
2024-12-30 11:02:17-05:00,google,cpc,$0 ,$0 ,2024.0,12.0
2024-12-30 11:00:53-05:00,google,cpc,$0 ,$0 ,2024.0,12.0
2024-12-29 22:05:47-05:00,google,organic,$0 ,$0 ,2024.0,12.0
2024-12-29 17:26:27-05:00,google,cpc,$0 ,$0 ,2024.0,12.0
2024-12-29 12:20:49-05:00,bing,cpc,$0 ,$0 ,2024.0,12.0
2024-12-28 22:15:10-05:00,google,cpc,$0 ,$0 ,2024.0,12.0
2024-12-28 17:09:40-05:00,google,cpc,$0 ,$0 ,2024.0,12.0
2024-12-28 14:32:35-05:00,google,organic,$0 ,$0 ,2024.0,12.0
2024-12-27 21:23:19-05:00,google,organic,$0 ,$0 ,2024.0,12.0
2024-12-27 18:50:40-05:00,google,cpc,$0 ,$0 ,2024.0,12.0
2024-12-27 16:35:10-05:00,bing,cpc,$0 ,$0 ,2024.0,12.0
2024-12-26 21:38:58-05:00,google,cpc,$0 ,$0 ,2024.0,12.0
2024-12-26 17:20:26-05:00,google,organic,$0 ,$0 ,2024.0,12.0
2024-12-26 16:52:18-05:00,bing,organic,$0 ,$0 ,2024.0,12.0
2024-12-26 14:02:45-05:00,google,cpc,$0 ,$0 ,2024.0,12.0
2024-12-26 13:18:04-05:00,bing,cpc,$0 ,$0 ,2024.0,12.0
2024-12-26 10:57:06-05:00,bing,cpc,$0 ,$0 ,2024.0,12.0
2024-12-26 09:48:08-05:00,google,cpc,$0 ,$0 ,2024.0,12.0
2024-12-26 08:19:32-05:00,google,cpc,$0 ,$0 ,2024.0,12.0
2024-12-26 03:26:39-05:00,google,organic,$0 ,$0 ,2024.0,12.0
2024-12-25 15:30:20-05:00,google,cpc,$0 ,$0 ,2024.0,12.0
2024-12-25 11:59:37-05:00,google,cpc,$0 ,$0 ,2024.0,12.0
2024-12-25 11:36:41-05:00,google,cpc,$0 ,$0 ,2024.0,12.0
2024-12-25 11:29:20-05:00,google,cpc,$0 ,$0 ,2024.0,12.0
2024-12-25 11:17:44-05:00,google,cpc,$0 ,$0 ,2024.0,12.0
2024-12-25 10:05:49-05:00,google,cpc,$0 ,$0 ,2024.0,12.0
2024-12-24 07:14:55-05:00,bing,cpc,$0 ,$0 ,2024.0,12.0
2024-12-23 23:09:04-05:00,google,organic,$0 ,$0 ,2024.0,12.0
2024-12-23 15:44:13-05:00,google,cpc,$0 ,$0 ,2024.0,12.0
2024-12-23 15:40:40-05:00,google,cpc,$0 ,$0 ,2024.0,12.0
2024-12-23 14:12:20-05:00,google,cpc,$0 ,$0 ,2024.0,12.0
2024-12-23 13:45:47-05:00,google,cpc,$0 ,$0 ,2024.0,12.0
2024-12-23 13:25:30-05:00,google,cpc,$0 ,$0 ,2024.0,12.0
2024-12-23 13:24:41-05:00,google,cpc,$0 ,$0 ,2024.0,12.0
2024-12-23 13:14:26-05:00,google,cpc,$0 ,$0 ,2024.0,12.0
2024-12-23 12:54:46-05:00,google,cpc,$0 ,$0 ,2024.0,12.0
2024-12-23 11:51:09-05:00,google,cpc,$0 ,$0 ,2024.0,12.0
2024-12-23 11:11:06-05:00,google,cpc,$0 ,$0 ,2024.0,12.0
2024-12-23 10:56:11-05:00,google,cpc,$0 ,$0 ,2024.0,12.0
2024-12-23 10:50:31-05:00,google,cpc,$0 ,$0 ,2024.0,12.0
2024-12-23 10:16:40-05:00,google,cpc,$0 ,$0 ,2024.0,12.0
2024-12-23 09:49:09-05:00,google,cpc,$0 ,$0 ,2024.0,12.0
2024-12-23 09:18:13-05:00,google,cpc,$0 ,$0 ,2024.0,12.0
2024-12-22 13:37:22-05:00,google,organic,$0 ,$0 ,2024.0,12.0
2024-12-22 12:52:32-05:00,bing,cpc,$0 ,$0 ,2024.0,12.0
2024-12-21 22:45:56-05:00,google,cpc,$0 ,$0 ,2024.0,12.0
